comment,label
mantap barang bagus,Positif
"gelap bgt trnyata, cocoknya utk org kulit coklat",Positif
anter aja agak lama ya pengirimannya. wangi nya agak mirip odol,Positif
"performa:tahan lama tekstur:cair parfum tahan lama dan menyegarkan badan,,,",Positif
"muka saya merah-merah dan gatal. hari pertama dan medua pemakaian agak panas, gatal dan langsung kemerahan. hari ketiga akhirnya pemakaian toner di malam hari berhenti to... ",Negatif
cocok untuk:kulit tekstur:ok performa:ok produk oke tp pelayanan kurang. kmrn sempat dikirim brg tdk lengkap ada yg diganti jd ckup kecewa,Netral
rambunctious rontok di sisir berkurang signifikan.,Positif
"bagusssss, enak bgt ngeaplikasiinnya. next beli lagi disini yaa hihi",Positif
"saya pesen retinol cica yg 1 ml malah ilang di deskripsi pemesanan saya, dan dikirimin serum seed dr teh hijau gtu, ga sesuai pkoknya, saya konfirm ke pihak innisfree malah dikatain ga pesen padahal mah stok mereka yg abis, tujuan saya pesen yg kemasan saset mau nyoba cocok apa ngga biar pesen yg besar, eh malah zonk. pdhal mah saya slalu pakai produk innisfree ini tp pelayanan nya kadang2 nyebelin.",Negatif
"semoga cocok amiin, kalo cocok aku ganti bintangnya, sama biar jadi langganan",Netral
kenyamanan:ok tekstur:nice daya serap:ok it’s too small,Negatif
tlg dipacking dengan benar saya terima box nya sudah peyok dan sudah terbuka dan pas buka produknya sudah acak2x an untung ga pecah... tp kecewa berat krn ini harga nya juga mahal...trus terima paketnya seperti itu pdhl beli dari erha langsung,Negatif
tidak ada tutup ya botolnya:pensive_face:,Netral
performa:aku kira warna bige itu agak sedikit gelap ternyata sma aja ya kya yg natural:smiling_face_with_tear:,Netral
tutup nya agak longgar. :grinning_face_with_sweat:,Positif
lengkap aman,Positif
"liptint nya warnanya bagus, aku suka.. tapi maaf sebelumnya, sayangnya sellernya packingnya kurang aman alias bubble wrap yg dikasih tipis.. walopun sudah nambah bubble... ",Netral
"niat beli di official biar dapet barang ori , ternyata yang dikirim tidak sesuai. 2 kali order dua duanya beda semua. kecewa banget. kalo barang habis kasih konfirmasih b... ",Negatif
enak di kulit,Positif
sedih banget. packingnya kurang safety. harusnya dibungkus bubble wrap sampe alas botolnya. jadi meskipun kebentur ttp aman ;(( please next order bisa lebih safety lagi:worried_face::worried_face:,Negatif
tekstur:kecewa hncur smpai,Negatif
"udah langganan, berkali-kali selalu beli ya disini, pesanan yang datang selalu tepat sesuai orderan. tapi pengiriman nya itu yg ga nahan, lamaaa.... kali ini yang terlama... ",Positif
"packing aman n rapi, semoga hasilnya cepat kliatan",Positif
"thank’s seller, thank’s buat pengirimannya. barang aman dah dipake",Positif
"pengiriman lama karena kendala barang rusak. sampe akhirnya dateng pun juga tetep rusak bocor didalem bubblewrap dan akhirnya ga full isinya. disuruh pengajun pengembalian cuma kalo butuh banget terus gimana? masa harus nunggu lagi. next dicek lagi kalo packing. biasa beli safi di toko lain ga bermasalah dan aman banget packingannya, ini beli pertama kali di official shop malah mengecewakan",Netral
"bagus yah semoga produk sesuai, gak sabar mau di cobain, packingan aman.",Positif
tips pengguna:sangatt lamaa nyampek..sebulan lebih!,Negatif
good :thumbs_up_light_skin_tone:,Positif
kalo cocok aku beli lagi nanti,Netral
"tekstur:bagus bagus sih,tepat waktu juga. tapi tidak dikasih bubble wrap kalau pecah gimanaaa",Netral
haven't seen any difference and hope will do soon quite expensive so i do hope the results will soon appear packaging lamaaaa bener yesssss :face_with_rolling_eyes:,Netral
"kurang 1...di chat suruh kirim video lewat wa,tp ga ada omongan apa2 lg",Negatif
love itttt,Positif
"udah 2x order kirain isinya gak kayak pertama, ternyata sama! saya beli 2, yg satu isinya lebih sedikit",Netral
"sudah tdk diragukan lagi lah ya guys, udah 3x repurchase tp yg skrg dpt bonus2:smiling_face_with_heart-eyes:",Positif
"baru mau coba belum pernah pakai jadi ksh bintang 3 dulu nanti diubah lg klo udah ada hasilnya.. trus masukan aja ya buat skintific,, paket udah lumayan harganya masa ke... ",Netral
respon dan pengiriman cepat,Positif
"banyak banget dapetnyaa , semoga cocok :growing_heart: ter the best lahh ini:thumbs_up_light_skin_tone::thumbs_up_light_skin_tone::thumbs_up_light_skin_tone:",Positif
sangaaatt kecewaaaa sblm beli liat gbr di katalog bundling dpt pouch bgtu dtg brgnya tdk ada pouch :woman_facepalming_medium-light_skin_tone: huhuhuuu :smiling_face_with_tear: payaaah gak sesuai promo nya :thumbs_down_light_skin_tone: tlg dikirimkan se... ,Negatif
"beli nya blush on, tapi dikirim eye shadow :( minta barang yg benernnya tapi cuma bisa refund dana, apa karna beli di flash sale? padahal kesalahan bukan di konsumen dan... ",Negatif
"kecewa banget pesen warna 210 yang dateng no 50, lain kali lebih teliti.",Negatif
"tdk sesuai deskripsi, free removernya ga ada",Negatif
ga bagus sm sekali..,Negatif
warnanya cantik.. gak bs upload foto jaringan jlk,Positif
bagus tapi cepat hilang :rolling_on_the_floor_laughing: bibir jadi ada outline-nya hehehe,Positif
"kemasan:packaging rapi dan aman manfaat:belum dicoba pengalaman penggunaan:tekstur gel, tidak berbau, selebihnya belum tau karna belum dicoba",Positif
"bagus banget produk nya, tekstur nya ringan ga pecah pas kering. walaupun agak kecewa sedikit karena warnanya ga sesuai sama yang di pesan tapi gapapa tetep luvv hehe",Positif
"tekstur:cair cocok untuk:kuku performa:bagus lama pengiriman ,,",Netral
kemasan:ok tips pengguna:serutan pensil halis pengalaman penggunaan:baru pertama,Netral
tekstur:sudah sangat liat sehingga sulit dipakai performa:sangat buruk cocok untuk:dibuang saja sangat kecewa ternyata belanja di official store tidak menjamin kualitas dijaga padahal selalu pakai shade no. 8 ini. exp. date sangan dekat pertengahan 2023 dan barang sudah tidak bagus saat dipakai. hati-hati jika membeli produk ini.,Negatif
free nya tdk sesuai gambar...,Netral
"produknya tdk pernah mengecewakan sih waktu pengemasan tdk jelas, meski sudah diberi perpanjangan waktu saja masih lewat.. baru kali ini kecewa dgn pelayanan shoppee mall",Negatif
tekstur:ini gimana ceritanya lipstiknya ga adaan adeuh ini gimana ceritanya liptiknya ga adaan aduh tolong dong di cek yg bener meskipun hadiah kan harusnya ja8ngan gini,Negatif
isinya cuma 40 pcs,Netral
barang tidak terkirim:face_exhaling:,Negatif
mohon admin chat japri saya di respon...dari siang sampai sore ini tidak ada responnya. padahal online terus. terima kasih.,Negatif
beli 2 dgn no berbeda. dikirim nya dgn no yg sama. pdhal sdh wanti2 jgn salah. tp tetap salah. mau balikin tuker males kena ongkir. trima aja lah lipstik dgn no 11 ada 2.... ,Netral
"performa:setelah dipakai ga suka, udah beberapa kali pakai tp tetep ga kecabut semua bulunya. mungkin karna agak cair jd ga maksimal buat narik bulunya. kecabut ngga sakit iya tekstur:agak cair",Netral
seperi bukan original ya.beda dengan yg saya pernah beli.,Netral
warnanya tak sesuai janji di gambar. yang datang warnanya psychedelic norak banget. nyesel belinya.,Negatif
"ga sesuai dengan pesanan, mesan yang 120 yang dateng 128",Negatif
"coverage-nya bagus sih, kemasannya juga rapi dan cantik. sayangnya, mungkin kurang cocok dengan kulit saya yg sensitif. baru beberapa kali pakai bikin kulit di sekitar hi... ",Positif
manfaat:pengiriman lumayan cepat dan packing rapi. semoga beneran bagus ya. terimakasih,Positif
tekstur:belum tau performa:pengemasan kurang rapi cocok untuk:belum tau,Negatif
"kecewa banget ama pakingan nya ,,, tutup botol harus nya di lakban owner biar gk tumpah kemana "" sekarang dh berkurang hampir setengah mana isinya udang dikit",Negatif
trnyt biasa aja. kirain transfer proof trnyt engak. pas coba di kiss tangan ada lipstiknya:( apa hrs nunggu kering dl br gk transfer?,Netral
lip product tp rasa parfumnya terlalu dominan sampai berasa bgt di bibir. sampe mikir kyknya ni kecampur sama pewangi deh,Negatif
"performa:order sampe dua kali karena butuh cup holdernya juga, tp malah gak dikirim",Negatif
di keterangan dapat free pembersih make up tapi pas datang gak ada jadi saya kasih bintang 3 aja,Netral
"pengalaman penggunaan:bagus, bentuk gel, tidak bikin white case tips pengguna:gunakan sesuai penggunaan",Positif
"ini packingnya gmn yaa? tutup kemasannya kebuka, tuh jadi tumpah semua, ada penggantian gak ya ini?",Negatif
maaf gak cocok di aku,Negatif
"belum keliatan efeknya mengempiskan kantung mata, mungkin agak lama. dan kalo ditimpah bedak malah jadi kyk ada dempul atau bercak2 gitu deh. kayanya bagusnya dipake kalo... ",Positif
thankyu gift nya trbaik pokoknya,Positif
kemasan:bagus rapih,Positif
"klo kumur² mulut sakit, alhasil pake cuma 2x abis itu ga pake lg",Netral
agak kecewa ya bund lipstik nya patah,Netral
sumpah nyesel bli padahal di officialstore nya tapi packing cuman pake plastik doank padahal biasa nya rapih aman ini mah enggak alhasil botol pecah dan isi nya tumpah smua di plastik.kecewa siii,Negatif
"belkm coba sih isinya, semoga cocok deh",Positif
"proses cepat, packaging aman, favorit hubby :thumbs_up:",Positif
warna:biasa kualitas:cair ketahanan:belum tau,Negatif
"tumpah semua pas nyampe, lain kali jangan asal kalo packing. kecewa padahal udah sering beli disini",Negatif
ketahanan:1 tahun :rolling_on_the_floor_laughing: tekstur:baguas cocok untuk:tidurrr jossss tampilan elegan :raising_hands_light_skin_tone::clapping_hands_light_skin_tone:,Positif
"belum dicoba, jadi bintang 4 dulu ya",Positif
sayang sekali tak sesuai ekspektasi hh,Positif
alhamdulillah barang sudah sampai sesuai pesanan... terima kasih seller...,Positif
"barangnya yg ini croot inside, kecewa gak pake pengamannya",Negatif
cepet hilang ternyata,Netral
tekstur:belum pakai,Negatif
"jelekkkk lembekkk, pas di buka dalam nya patah, mana lumayannn lagi harga nya",Negatif
kemasan:bagus wangi:bagus tips pengguna:sesuai aturan,Positif
tekstur:cream cocok untuk:kulit berjrwat alhamdulillah saya cocok memakai ertos jrwt mengempes sm flek jg agak memudar.....trimkaasih :folded_hands:,Netral
"pengiriman sangat lama, penjual lepas tanggung jawab. klo barang belum tau hasilnya bagus atau gak.",Negatif
selalu suka pakai bedak ini....,Positif
moist banget setelah di aplikasikan ke bibir. sukses terus seller,Positif
respin cepat pengiriman cepat packing aman. ini udah serum yg ke 2 mudah2an makin cerah. udah lumayan ya wajahku menurutku sebelumnya kusam banget. tapi ya harus rutin pa... ,Positif
tekstur:bagus packaging nya jelek,Negatif
"daya serap:bagus tekstur:bagus efektivitas:bagus pesen yg foot 3 malah dikirim hand 2 foot 1, udh lapor disuruh kirim balik tpi males sih harusnya di cek yang bener sekelas brand besar ini syg bgt semoga kedepannya bisa diperbaiki",Negatif
"terlalu putih dikulit, jadi malu pakenya",Negatif
"barang bagus sesuai deskripsi, tapi pengiriman yang “secure” menggunakan kotak besar dan plastik menghasilkan banyak sampah padahal udah di request minimal sampah.",Positif
"ga ada pengecapan aroma bubble gum nya , beda yg berrypop ada aroma manis gtu,",Positif
kaya yg kering tpi kurang tau sih pertama beli produk ini. makash,Netral
baru coba pertama kali semoga cocok. packing aman banget leak proof,Positif
semoga lebih teliti lagi ya min.. karena sudh senang nyambut paket datang...pas dibuka malah isinya pecah bertaburan,Negatif
hadiah ga dikirimin,Negatif
bagus tapi kecewa katanya min belanja 110k bakal dapet gift tapi g ad samsek... gitu aja terusss kecewa berat... pengiriman lambatttt 11hari baru sampe :thumbs_up::thumbs_up::thumbs_up:niat nya mau ngasih temen hadiah:'),Netral
"tekstur:bagus bedak revlon ini bagus, makanya sy beli lagi. tapi barang yg dikirim kali ini tdk sesuai, yg diterima lipstik. semoga ke depan lebih teliti. terimakasih",Positif
volumeya nipuuuuu:weary_face::weary_face::weary_face:,Negatif
"pengiriman cepat, exp masih lama, tapi produknya kurang jelly creamnya ga ada...sengaja beli paket ini biar dpt jelly sama tone up klo gitu kn mending beli tone up yg gede aja... jd kecewa",Negatif
sedihhh.. lipstikny patah,Positif
performa:bagus tekstur:creamy cocok untuk:semua orang,Positif
barangnya pecah pengemasannya tidak amanah:worried_face:,Negatif
yg dateng cuma yg ini saja..!!! :face_with_symbols_on_mouth::face_with_symbols_on_mouth:,Negatif
pembelian kedua kali buat produk ini. trnyata sizenya gede,Positif
"brg sesuai deskripsi dan warna yg soft natural, suka bgt sih",Positif
"warna:emas tampilan:emas setitik beratnya hanya 0.001 gr kalo dirupiahin menurut emas hari ini 1.089.000 per 1gram 1089000×0.001=1.089 rupiah sajaaaaaa oke lah dengan packaging jadi 5.000 kali ya dijualnya anggep aja salahku sendiri ga baca detail kali ya, tapi di tulisnya setara dengan rp500.000 hahaha kira2 donggg mimin",Negatif
pengalaman penggunaan:penipu geratis nya gak di kais katanya geratis sabun muka ternyata gak di kirm,Negatif
"isi nyaa tinggal setengah, karena bocor huhu. kotaknyaa jdi basah berminyaak. lain kali diperiksa lagi yaa min terimakasih :smiling_face_with_open_hands:",Netral
biasa yg anti kerut cb dulu yg collagen,Positif
"kecewa sih beli ini, mentang2 diskon expirednya cepet bgt udh lah sempet minta cancel ga diksh lg padahal juga nantinya reorder-.-",Netral
"belum di coba, semoga sesuai expektasi",Netral
"bagus banget, bahannya ringan dan moist. packaging juga rapi dan aman, recommended bgt!",Positif
"tekstur:belum tau belum buka tingkat kelmbaban:belum tau daya serap:belum tau belum saya buka, belanja disini ga puas saya karena kemasan packing nya ga rapi dalamnya dikasih bubble wrap tapi kemasan luar penyok² gitu, lain x yg rapi ya siss klw kurirnya yg antar kesini pun ga ada ramah²nya, klw barang ada sama dia ga pernah mau chat dulu kasih liat foto barang nya ga puas lah kecewa saya",Negatif
barang diterima dlm keadaan bagus...packingnya:thumbs_up: thanks:folded_hands:,Positif
"selalu seru pake produknya, pelayanannya cepat, dan selalu dapet bonus, luv:hand_with_index_finger_and_thumb_crossed:",Positif
bedak ny pecah,Negatif
gk ngerti lagi ini kenapa yaaaa . sayaaa berharap setelah pake serum ini jadi agak bersihan setelah pake 4 hari muka sayaaa jadi tambah parah iti pict pertama sebelum ppa... ,Negatif
kopong yaa isinya apa memang begitu? ntahlah baru pertama kali beli sih...belum tau juga khasiatnya,Netral
"tekstur:good performa:oksidasi parah klo di aku shade ini cocok untuk:bibir yg cerah, bibir yg gelap mundur teratur padahal suka banget warnanya, tapi warnanya berubah langsung jadi coklat banget stainnya jd terracota tua dan gak rata stainnya.. yaampun sedihnya :grinning_squinting_face:",Netral
"tekstur:cair performa:belum dicoba cocok untuk:hapus makeup padahal saya pesannya yang size 250ml, tapi yang datang kok size 100ml. padahal saya bayar dengan harga size 250ml",Netral
kemasan:murah tapi mewah :thumbs_up: tips pengguna:pas muka ku pake bedak ini keliatan ada gliter samar² bikin glowing mantap:thumbs_up::thumbs_up::thumbs_up:,Positif
pengirimannya lama banget.. order tgl 2 tgl 10 baru dikirim,Negatif
"mungkin karna cocok2an kali ya, udah mau sebulan coba terus tapi masih sama aja, malah kadang malah nambah jerawat nya, sorry buat bintangnya",Netral
di kulit ku jd agak dry,Negatif
mau nya yg bija cica tapi dpt nya malahan yg lain gmn sihhhhh :pleading_face::smiling_face_with_tear:,Negatif
barang yang diterima kosong,Negatif
masa uda di pake sebulan gigi nya tetep kuning,Negatif
akan segera dicoba,Positif
exp 2020 desember cape deh,Negatif
"tiba dengan aman. produk asli ,sesuai kode di produk. share sesuai order. trims seller",Positif
"g adaa bubbel wrap nya. micellar tumpah, pengait yg di tutup nya patah. jd udah d tutuppun ttp tumpah. untuk yg selanjutnya tolong di packing dengan baik.",Negatif
baru pertama beli. semoga cocok,Positif
"mistery zonk :see-no-evil_monkey: cuma masker buat facial. nggak worth it klo harga real rp.24.900,-",Negatif
"pesanan tidak sesuai, cushion diganti dgn bedak padat tanpa konfirmasi....",Negatif
"aku kurang tau, kenapa produknya kyk isinya gk full. dalemnya ada retak². maaf kalau untuk varian ini masih kurang memuaskan. tapi untuk warnanya oke kok.",Negatif
"oke trima kasih, semoga packing nya lebih di tingkatkan",Netral
gak ke cabut padahal uda ikutin yg d ajarin gak bersih smua ke cabut,Negatif
pengiriman sangat lamban,Negatif
tips pengguna:produk pecahhh :(,Negatif
"kualitas kurang oke agak gompal pas udah di buka, dan expired cuma 3 bulan tidak terinfo di deskripsi produk. mau retur jg barang abis.",Negatif
"kemasan seperti sudah dibuka tidak rapat dan penyok,,isinya jg berkurang",Netral
hasilnya awet. .. cuma sampainya lama bgt,Positif
cocok untuk:muka performa:oke mantap tekstur:halus mantap dpt promo potongan harga kemerdekaan cuma bayar 12rb wowwwwww,Positif
tekstur:blm tau kandungan:blm baca efektivitas:belum dicoba baru mau dicoba. mudah2an cocok jd kasih bintang 3 dulu y. untuk produk2 ertos lain yg sdh pernah kucoba sih bagus,Netral
eyelinernya kering..,Negatif
"dibeli ya kak pengiriman cepat , harga murah dan berkualitas",Positif
silakan dilihat sendiri knp bintangnya 3 :face_with_hand_over_mouth:,Netral
pwngiriman cpt. tp aduh sayang sekali dari dusnya jg udah beleberan begini ya ampun:(((,Negatif
"ofisyel store tp kok gini ya gada box, botolnya bocor oilnya kemana2 hhhh",Negatif
produuukk tdk sama dgn jika beli offline di erha. yg beli online ini sabun nya super encer dan warna nya bukan putih susu spt seharusnya,Negatif
tekstur:ancur!,Negatif
packing tidak baik akhirnya rusak,Negatif
kemasan:. pengalaman penggunaan:. wangi:. pergama sih pesan disini tapi gpp lah harga pengenalan nanti klo ga lipa ku update lg. biarkan bintang yg bicara.,Negatif
"ini udah jd bestie kakiku sejak lama, solusi kaki kering&pecah2 ya kanna",Positif
hancur bedaknya.,Negatif
bilangx bisa cod ternyata gk bisa,Negatif
"cocok untuk:daily performa:ok tekstur:ok pengiriman sangat cepat, produk ok lah untuk yg lagi berhemat hehe but tq seller",Netral
"saya tidk puas karna barang sampai tutupnya tidak rapat sehingga tumpah isinya, pengemasanya kurang rapi tidak ada pakai kotak.",Negatif
baru dicoba .senogah cocok,Netral
akhirnya sampe jg setelah drama salah kirim shade. kotak warna cream puff daleme warna cinnamon:melting_face:,Positif
alhamdulillah.. tokonya amanah.. terimakasih,Positif
begitu unboxing kaget pas buka liostiknya kosong.. ternyata udh lepas nempel ditutupnya.. udh tau ya lipstick batangan gt y.. hrsnya dlmnya disolatip gt.. jd rusak.. dh p... ,Negatif
kurang bagus dan tidak mengutamakan pelanggan,Negatif
kemasan:rapi efek:blm coba manfaat:blm coba makasih:white_heart:,Positif
tekstur:ok kandungan:ok efektivitas:ok mkasih barang sudah sampai tapi kenapa lama banget dipengiriman nya tolong kedepannya diperbaiki lagi untuk layanan nya,Negatif
"tekstur:padat warna:light vanilla ice ketebalan:tabur wangi semoga berkah amin order tgl 9, dikirm tgl 10, nyampe tgl 14 qnot recomended! padahal cuma make dari jam 7 jam tp muka kusem gosong berminyak kayak anak abege belom ngerti makeup! mana harga totalnya 229.000!? gal banget dehhhh!!!",Negatif
"baru pertama kali beli, semoga hasilnya baik. respon penjual baik...",Positif
pesennya yang light brow yang dateng malah warna hitam:smiling_face_with_tear:,Netral
pengalaman penggunaan:cocok untuk perawatan scalp terutama untuk menghidrasi scalp kemasan:botol kaca dan mudah digunakan,Positif
dkasih masih berdebu prodaknya kk,Netral
"isi nya kuning, curiga udah mau exp. lupa liat udah di buang bungkus nya. padahal udah botol ke tiga tapi kali ini kecewa. walaupun harga promo harus nya tetap mempertahankan kualitas",Negatif
pengiriman lamaaaa... official store di semarang tp diambilin stock dr makasar :disappointed_face::pensive_face: kalo nggak ada stock di semarang bilang aja habis...heeedeuh...,Netral
bismillaah .... baru pertama kali kasih bintang segini. hari pertama udah cobain dan kurang bisa mengangkat rambut. itu hasil percobaan hari kedua dan sugar wax nya sudah coba saya masukan lemari es supaya agak padat. tetapi hasilnya tetap sama saja. kulit jadi merah karena berkali-kali ditarik. buat teman-teman yang punya trik lain bisa share ya supaya produknya tidak mubadzir. terima kasih :folded_hands_medium-light_skin_tone:,Negatif
blm sampe 2 jamsudah ilang,Netral
"performa:ok cocok untuk:sdg mencoba smoga bener sesuai harga dn kwalitas dark spot hilang tapi sdikit kecewa tdk sesuai iklannya buy 1 free 3 gratisannya, stlh dtg gratisanny zonk tekstur:bagus",Netral
cocok untuk:rambut tekstur:kulimis manfaat:untuk ganteng,Positif
belum ada efeknya ,Netral
apaann ini!!! yg beli pasti pada nyesel,Negatif
"barang telat, baru dtg",Positif
belum nyoba tapi katanya bagus,Positif
barang nya ga dikirim,Negatif
pengalaman penggunaan:baru nyoba semoga cocok kemasan:baru..n rapi wangi:wangi sakura barang nya cepat sampai maaf baru kasi ulasan:folded_hands:...kemasan nya rapi aman untuk d jalan :smiling_face_with_open_hands::smiling_face_with_open_hands:semoga cocok ya :palms_up_together: buat jadi langganan ...harga terjangkau,Positif
komposisi:salah kirim barang harga:pas seharus nya sabun sirih cair tapi dikirim nya bukan yang cair,Negatif
"isinya kayak nggak penuh lipstiknya, dikit bgt, dicolek2 nggak nempel dikuasnya",Negatif
"hedeh... packingan gak ada peningkatann.. yg gw heran, kok gw ttp beli disini",Negatif
"ini biasa ajah. engga tahan lama. btw aku pake mostirizer, pake base/primer. tp wudhu dhuhur dan ashar udah gak ada foundation-nya. jadi yah b ajah",Positif
haduh dikasih barang expired,Negatif
"kalau untuk make over nya tidak bermasalah , tapi saya kecewa dengan kurirnya , paket saya hanya di taruh di atas motor parkiran , secara rumah saya pinggir jalan, kalo d... ",Negatif
"pengiriman cepat, barang ori",Positif
"bismillah baru mau coba, semoga cocok",Positif
"pengiriman beli tgl 1 sampai tanggal 5 warna bagus, tapi ga long lasting gampang transfer banget rekomen lipcream sih",Netral
pengiriman telat,Positif
aromanya enak semoga cocok dikulit,Positif
"saya gatau kenapa, tpi setelah pakai ini bberapa kali, kelopak mataku jdi kering perih dan iritasi lalu merah2. gasuka bgt sama produknya. udh coba bahas sama seller tapi... ",Negatif
pelayanan!!!!,Negatif
malah dikirim bedak gajelas salah kirim kali,Negatif
good,Positif
pengiriman lambatt,Netral
"sory bgt toko gak amanah,ditulis free safi marvelous,eh yg dtg clasic rose yg notabene expired tgl bbrp bulan, warnanya pucet bgt,nyesel abis sy beli produk ini,kyk cm ng... ",Negatif
tidak pakai box...,Positif
tips pengguna:coba pikir2 lagi yang mau nyoba pengalaman penggunaan:buruk manfaat:tidak ada mungkin saya salah satu pengguna yang gak cocok pakai all produk somethinc terutama sunscreenya. sunscreen dan serum berbau dan saat di pakai ber efek perih di wajah (wajah tidak jerawatan / sensitif) moisturizer & facial wash b aja (di luaran lokal brand banyak yg lebih bagus dengan harga yang beti) jadi sangat menyesal beli produk somethinc. terima kasih,Negatif
"pengiriman lama,,tp okelah",Negatif
pengiriman 1 minggu,Negatif
tidak ad perubahan sma skali di gigi saya,Negatif
manfaat:nipu loh ga amanah profil kecantikan:gak than lma.bhong tips pengguna:burukk brminyak gmpang dihapus . iklannya ga bsa dhpus than lma nyatanya tak mnjanjikan. jualan hasil nipuin orang ..nyesel blanja di sini .nyri yang waterprof bkan yg luntur bgni . kesel sm orang jualan ga jujur bgni,Negatif
sudah pembelian yang kedua saya suka trueve tp yang daya gk suka pipa aplikasi nya gk bisa dgunakan tlng dperbaiki makasih,Negatif
putihnya pigmented. super worth it,Positif
sicepat yang lelet :enraged_face:,Negatif
gabisa di pake samasekali,Negatif
chat ke admin dr tgl 13 agustus sampai sekarang dicuekin. padahal online. yah mungkin karena weekend jadi dicuekin. tapiii setelah itu udah hari senin tetep aja dicuekin... ,Netral
performa:tutup rusak,Negatif
pembelian 30 jan baru sampai 8 feb setelah dikomplain padahal sesama jakarta aja,Negatif
"pesan dari tanggal 27 mei baru dikirim injury time di tanggal 1 juni. setiap ditanya akan dikirim hari ini terus jawabnya. ini produk untuk anak, harusnya lebih paham ya... ",Negatif
dikulit tan warnanya jadi ungu :pleading_face:,Netral
no comment,Negatif
pengjriman standar ..packing aman,Positif
suka sekali warnanya,Positif
beli janice tapi yg dikirim luna,Negatif
"pengiriman nya cepet, packing nya aman, harga nya murah, baru pertama kali beli, kalo nanti udah ada perubahan aku nilai ulang ya min",Netral
di barang tertera expired nya 10/24 tp ternyata lipstik nya udah menggumpal padat diaplikasikan jd ga nempel. sedih sih,Netral
"barang dateng udah lepas aja lipstiknya, udah patah :crying_face:",Netral
"pengiriman cepat, kurirnya ramah, barang original sesuai pesanan",Positif
"blm coba, smga aja cocok di aku dan pe girimannya jg cpt",Positif
"barang dikirim tdk lengkap dan akhirnya dikembalikan saldo nya, pihak you official tolong lebih teliti dalam pengiriman barang jgn ada yg kurang",Netral
cocok untuk:ga,Negatif
"kemasan:bagus profil kecantikan:enak di pakai, semoga saja cocok, manfaat:untuk melembabkan bibir",Positif
kemasan sulit dibuka pada tutup botol,Negatif
maaf saya tidak menerima hadiah gratisnya,Negatif
warna terlalu tipis,Negatif
uda kburu aku buka...intinya langganaaaan selalu beli dsini.,Positif
seller lambat dlm respon dan pengiriman,Netral
"baru coba sunscreen nya, smga sesuai keinginan. jd ga sabar mo pakai :smiling_face_with_smiling_eyes:",Positif
"pdhal udh ngajuin pembatalan krna ada brg tambahan, tapi nggk di acc, :face_exhaling::face_exhaling:",Negatif
"tidak ada masalah sama sekali dgn produk dan packing. rate-nya very good. tapi maaf cuma bisa kasih bintang 3 krn ada masalah dobel kirim barang, yg urusannya belibet res... ",Netral
pengiriman lamaaaaaaaaaaaaaaaaaaaa..................,Negatif
"pas sampe pecah 1, jdi gabisa dipake",Negatif
"produk oke, cma sy sangat kecewa dgn pengiriman. order tgl 29 jan bru sampe tgl 7 feb. periode terlama selama sy belanja online. tlg diperbaiki",Netral
terima kasih paket nya sudah di terima dan ada bonus nya juga mantap :thumbs_up:,Positif
"pelayanan buruk, cs ga peduli, barang salah kirim, pelanggan yg direpotkan :face_with_symbols_on_mouth::face_with_symbols_on_mouth::face_with_symbols_on_mouth::face_with_symbols_on_mouth::face_with_symbols_on_mouth::face_with_symbols_on_mouth::face_with_symbols_on_mouth::face_with_symbols_on_mouth::face_with_symbols_on_mouth:",Negatif
manfaat:utk melembabkan area mata profil kecantikan:merawat skitar mata tips pengguna:baru mau cobain..semoga cocok paket sdh sampe dan dikemas dgn baik ...baru pertama kali beli. dan maincobain. semoga cocok ...makasih ....,Positif
eyelash care serum alias serum bulu mata dah sepekan lebih pake ga ada hasil = nothing,Netral
pesan yang mana dikirim yang mana lain kali lebih teliti,Netral
"baru datang , packing nya jelek bgt bublerap tidak kuat jadi pecah dan tidak terpakai :loudly_crying_face:",Negatif
"lipstick nya gk sesuai.,gk keliatan kalo dipake :face_with_rolling_eyes:",Negatif
"baru pertama kali coba. semoga cocok. sementara bintang 4 dulu ya. nanti kita lihat kalau oke, ganti bintang 5. kecil banget, lucu. namanya travel size ya. ini perbandingannya dg dot anakku di foto biar tau size nya. oke. semoga cocok.",Positif
performa:kurang baik cocok untuk:dipakai sebentar tekstur:kering bibir jadi kering banget,Negatif
"warnanya pas sama kulit. coveragenya medium lah klo menurut aku. tapi tahan lama, overall bagus.",Positif
"profil kecantikan:sunscreen serum manfaat:sunscreen wangi:standart kosmetik ini kenapa makin lama, barangnya makin susahh ditutup min:loudly_crying_face: sorry penilaiannya soalnya gabisa ditutup, kan sayang jika menguap/ kering nanti:'(",Netral
"pertama belajar alis, disaranin temen buat pake ini",Positif
bubble wrap cuma 1 lapis dan ga dipacking dgn benar (gapake isolatip). dalemnya pecah dan keluar2 eye shadownya. padahal uda pernah beli dan baik2 aja tp kali ini bener2 kecewa,Negatif
tekstur:tidak sesuai warna:tidak sesuai ketebalan:tidak sesuai apa apaan ini aku pesan nya apa yg sampai apa . sumpah kesel banget sama pesanan yg tidak sesuai gini udah pengiriman lama banget. kalau tidak ada barang jangan di kirim dong,Negatif
"proses utk sampe dikirimnya tuh lama banget! official store tp ga prof dlm pengiriman.. msh ada 1 nih orderan gw uda dr tgl 6 maret nyangkut, ga dikirim2 :downcast_face_with_sweat:",Negatif
