comment,label
"beli 2 item beli 1 gratis 1, sama bundle liptint dan lipserum bonusnya lantern, toner travel, moisturizer travel, dannnnnn moisturizer full size.... gilaaakk parahhhh sed... ",Positif
"gak ada pc nya sediihhh, pdhal udah ngikutin semua rulesnya dan co lebih cepet jam 15.02",Negatif
"dilakukan sesuai prosedur, setelah cuci muka dan maskeran, tempelkan produk ini. pastikan hidung tetap lembab, hasilnya tidak ada komedo yang tertarik. no function. thank... ",Netral
lumayan ringan ga terlalu berat,Netral
"barang ori, packaging aman, sayang bgt pengiriman lama bgt dari courier. ambil next day service dtgnya 5 hari kemudian.",Positif
udah pake ini hampir 2 minggu dan gaada perubahan sama sekali yang ada muka aku malah timbul jerawat:( muka malah jadi kusam,Negatif
"warnanya di kulit terang banget. di foto sedikit gelap, di botol sedikit gelap, cuco lah sedang cari yg base nya coklat gelap. pas di oles di bibir.... kaya ngoles founda... ",Negatif
"terimakasih brg sdh diterima, meski pengiriman agak terlambat",Positif
ada aroma/bau nya.. sebaiknya tidak usah pakai campuran pewangi yg bau nya bikin pusing,Positif
performa:palsu tekstur:encer cocok untuk:tidak ori jgn beli yg flashsale,Negatif
udah wishlist pengen beli primer dapet harga gokil cuma 12rebu maratus dong,Positif
"warna 04 tidak sama dengan yang sebelumnya, lebih mirip ke coklat",Negatif
"make up tetep transfer ke masker, ini aku pake dari jam 13.00 sampe 14.30. spraynya sih smooth banget, wanginya juga enak.",Positif
"bagus lipstik nya cuman sayang kok yg datang ga sesuai warna nya dg yg di gambar, ke itaman",Netral
"tekstur:liptint lengket performa:gak pigmented kaya mainan anak2 kirain kosmetik korea beneran taunya impor china macem kosmetik2 yg booming jaman now, berasa dibohongin..pantesan harganya terjangkau",Negatif
user tips:bagus benefits:bagus beauty profile:bagus,Negatif
"belum tau hasilnya sesuai klaim produknya tidak, terimakasih paketnya di packing dengan baik.",Positif
tekstur:hancurr bagus sih highliternya tapi sayang diterima dalam keadaan hancur… chat admin shopee ribet bgtt.. terus akhirnya komplain ke instagram dan disuruh pengembalian dana tapi karena diriku malas return akhirnya dibenerin sendiri.. next time buat admin shopee ga usah dibikjn ribet deh kalau orang komplain,Negatif
saya order biru yg datang pink,Negatif
gaaaa keluar warnanya ya ampun :loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:,Negatif
"terima kasih. . . . . udh langganan bgt pakai whitelab, udh 2 thn. makasih juga freebiesnya . . . .",Positif
"barang pesanan sesuai, pengiriman cepat, paking aman sekali sampai agak susah bukanya. thx seller dan toped.",Positif
sampai barang tidak sesuai estimasi.,Negatif
bintang 3 dlu krna baru pertama coba semoga aja cocok sama aku,Netral
"maskaranya gak jatoh2 atau smudging tapi gak terlalu bikin lentik atau tebal, cenderung clumpy.",Netral
produk gak dikirim! penjual respon jelek! dia yang gak kirim kekeh blg udah di kirim! uang nya gak seberapa etika pelayannya nya jelek!,Negatif
spongenya lembut,Positif
"tekstur:baikk performa:bagus cocok untuk:yg gak mau dibilang pucett pengemasannya cepattt, warna banyak yg gak available",Positif
performa:pecah cocok untuk:wajah tekstur:tekstur lembut sebetulnya kalau tidak hancur terlalu ringkih kayanya gak padat banget untuk blush on nya. soalnya sampai rumah benar-benar hancur berantakan didalamnya. kemasan bagus plastik tidak terbuka tapi pas di buka kardus nya isi blush on nya sudah hancur.,Negatif
pengiriman telat. produk bagus,Positif
"puas, cocok untuk kulit kuning langsat, kurir ramah, pengemasan rapih",Positif
brush nya patah didalem,Netral
"beli yg isi 12ml, tapi dateng isinya cuma setengah padahal belom kepake sama sekali",Negatif
"belum tau hasilnya, nanti pembelian kedua kali baru..",Netral
"pengemasannya lama bgt, untung barang aman",Positif
"tekstur:bagus performa:bagus cocok untuk:mata bagian tengahnya tidak ada,ini bisa di refund ga ya",Negatif
"tekstur:oke performa:gatau cocok untuk:all skin type aku pesen yang niacinamide 10%, kenapa yg dateng niacinamide 5%!! sayang banget ga aku videoin pas unboxing ikhlas deh semoga bisa lebih amanah lagi ya semoga cocok. lain kali yang teliti ya, rugi banget kesel semoga ga keulang lagi kaya gini!!",Negatif
"order tanggal 8, dikirim tgl 11 baru sampe rumah tanggal 20 padahal jabodetabek (sebelumnya udh bilang ke penjual untuk minta tolong langsung dikirim tgl 8/9 karna untuk kado, dan di iyakan, tapi malah dikirim tgl 11)",Netral
"kemasan pengiriman asal tidak rapih, tutup bedak ada yg cacat bentur, pengiriman agak lama",Netral
"perasaan pernah beli serum retinol sama facewash nya dulu di kasih buble wrap dah, kenapa yang ini ngga, apa sop nya sekarang ganti?",Positif
"waktu dibuka tidak ada cotton padsnya, hanya ada cushionnya saja. memang waktu beli cushion dapat gratis hadiah, mungkin hadiahnya cutton pads tapi sayang waktu dibuka dan dicari tidak ada :(",Negatif
packing rapi dan aman tapi isi serumnya merembes jadi berkurang isinya :pensive_face::pensive_face: sayang banget,Netral
dus sudah terbuka pas diterima,Negatif
setelah dipakai 3 hari ternyata malah brutusan :loudly_crying_face:,Negatif
ga bisa buat alis,Positif
abc,Netral
baru pesan.. semoga ada kecocokan,Netral
"ini paketan terlama yg pernah aku beli, 6 hari baru sampe productnya padahal biasanya mall dishopee 2-3 hari nyampe. gk tau ini salah kurir atau siapa yg jelas ini terbilang lama bgt pengirimannya",Negatif
tekstur:padat harusnya. tp karena pecah ya jd hancur malah mirip bedak tabur performa:kurang cocok untuk:semua jenis kulit maaf,Netral
pengirimannya lamaaaaaaaaaaaaaa bgtttttttttttttt,Netral
"warnany bagus, tapi nempel dimana²....",Netral
pesanan tidak sesuai request,Netral
no komen untuk barang ini karena tidak dikirim. penjual proses pengirimannya sangat luama sekali (mepet batas waktu pengiriman sampai waktu estimasi tiba berubah) dan j... ,Negatif
"tips pengguna:setiap pagi dan siang hari, gunakan saat beraktivitas di luar rumah atau di dalam rumah pengalaman penggunaan:replay 2/3 jam sekali, tekstur kental gampang di blend langsung merasap",Positif
"warna:bagus pas nyampe highlighter nya udh kek gini,walaupun cman gift tapi sayang aja gt:'",Negatif
kotak kemasan sudah terbuka. smoga tdk terulang :),Netral
"brightening face ssriesnya kurang toner, yg dikirim hanya face wash, day cream, night cream dan serum. padahal di di deskripsinya ada toner",Negatif
"enak dipake, semoga cocok, terima kasih",Positif
semenjak ganti kemasan produknya jdi susah keluar kayak banyak anginnya gitu,Negatif
"cocok untuk:wajah kusam tekstur:halus performa:baik untuk kulit wajah untuk yang lain sih oke kak, cuma serum nya pas waktu paket di buka tumpah semua kak sebelum aku pakek, padahal itu satu-satunya serum yang mau aku pakek kak, malah tumpah semua serumnya, pas buka paket keadaan kotak serum sudah basah sekali, dan pas dibuka ternyata isinya keluar semua kak, sepertinya saat pengiriman terlewat di check keadaan barangnya :anxious_face_with_sweat::anxious_face_with_sweat::anxious_face_with_sweat:",Negatif
beli yg ke dua kalinya. yg pertama aman. yg kedua bocoor deket tutup nya pecah. auto tinggal setengah.. salah nya aku ga di video pas unboxing. karna yg beli pertama aja aman . ini yg kedua walau pake bublewarp tapi bocor huhu... anehnya bisa pecah gitu yaa atas deket tutup nya,Negatif
lambatttt,Negatif
"pengalaman penggunaan:baikkk efek:nude, recommended bngtttt",Positif
"cocok untuk:bulu mata performa:bagus untuk menjepitnya mudah namun sayangnya bulu mata nempel, namun membuat lentik",Positif
tekstur:gada barangnya performa:gada barangnya cocok untuk:gada barangnya cuma dapat kotak nya padahal mesen powder sm pennya tapi yg sampai cuma kotak pen nya doang itupun gada isinya gimana sih,Negatif
cocok untuk:cocok untuk remaja tekstur:baik performa:bagus barang pesanan sudah sampai di konsumen dengan baik kualitas produk bagus pengiriman cepat pengemasan rapih terimakasih.,Netral
pesan 3 tapi yg satu tidak ada isinya,Netral
kemasan:susah diblend karena spoons nya cukup tebal,Netral
semoga mantul,Positif
"boro2 24 jam, aku pake sampe abis jg gaada jerawat yg sembuh. buang2 duit doang. tolong jangan bohong ya kalo marketing. durhaka kalian nipu itu namanya. demi allah nih y... ",Negatif
pesanan sudah sampai..tadinya sudah di ajukan pembatalan karena lama bgt sudah 1 minggu belum dikirim kirim barangnya..chat cs katanya barang habis..nunggu 1 hari ternyata dikirim juga..hadehh,Positif
"manfaat:semoga cocok deh, baru nyoba:beaming_face_with_smiling_eyes: profil kecantikan:untuk kulit berjerawat cocok tips pengguna:digunakan sebelum pakai pelembab",Positif
"sudah dicoba, pertama kali order karna penasaran banyak yg review bilang wajib coba warna nya ok tapi untuk diwajah saya teksturnya kurang halus kayak nempelnya nanggung masih seperti ada butiran² halus nya gitu ",Negatif
"udah jauh ebih dari 7 hari, tapi gak ngefek",Negatif
tips pengguna:layer with thick moisturizer kemasan:baik manfaat:katanya untuk calming kulit berkspektasi banyak dari ini karena produk indo jarang yg concern ke kulit sensitif tp kecewa karena ga terlalu bikin calming. terus abis pake ini kulit kerasa kering dan jd agak kasar padahal kulit ku oily dan sebelum pake ini kulit ku halus.,Negatif
produk nya gak dikirim minta dikirim lagi udah 2 minggu gak sampek2 kirain di mall nya belik biar aman ternyata zonk baru kali ini dishopee mall belik barang kurang dan gak propesional,Negatif
"daya serap:lengket di muka tekstur:cair kali makin banyak tumbuh jerawat kecil, muka jadi bertekstur",Netral
warna:pekat dikit isinyaaaaaaa wkt beli pertama kali full deh huhu apa krn promo jd isinya cm 3/4? huhu syedih,Netral
performa:kurang baik,Negatif
"mohon maaf nih, kenapa isinya sampe setengah juga engga? wanginya sih enak & pengirimannya cepet tapi isinya sedikit bangettttt ga full, yaudalah ya. ga recommend pro... ",Negatif
"shade hayg (bawah) ini persis plek sama bobbi brown crushed liquid lip shade juicy date (bawah). cuma beda di tekstur dan finish aja. si juicy date warnanya lebih merata finishnya creamy gtu jdi agak berat di bibir. kalo si hayg glossy finish, ringan dan semriwing di bibir. tp entah knp hayg ini di bibirku lama2 wrna pinknya jadi menggelap terutama di bag luar bibir, trus wajah jadi terkesan kusam sih.",Netral
"wangiii bangettt, pertama kali cobaa, semoga cocok :smiling_face_with_heart-eyes:",Positif
sudah hampir habis pake pagi sore. cepet nyerap tapi ngga krasa kulit ada perubahan..,Netral
dapat harga 20rbuan baru nyobaa dan tyt bagus bgd woee cushionnya luxcrime pen dari dulu tp ketahan budget yg pas2an akhirnya diskon dan belii donk:thumbs_up: sebagus itu woy,Positif
"performa:agak bau"" apa gtu ya..apa gara"" ekstra buah ? cocok untuk:kurang cocok buat kulit kering ky aku tekstur:gel gtu yah..,coba aja kalo baunya enak pasti suka aku pas nyampe sini udah kebuka:loudly_crying_face:,mungkin pas dikirim ke gencet"" kali yaa..",Netral
"pemgiriman cepat, barang ori dapat harga waktu live harga 20k aja makasii yaa",Positif
beli paket bundling tapi yg dtg cuma liptint nya aja. udh coba complain but sygnya ga sempet bikin video unboxing. pdhl klo dipikir2 ngapain ya customer bohong karna secara harga produk ini udh murah bgt. pengennya complain bs segera ditanggapi tp slow respon bgt disuruh tunggu tp ga ada kelanjutan.,Negatif
"esqa mending ganti kurir deh, masa paket saya solasi nya udh gak nempel trs tinggal setengah, berarti kan ada dibongkar sm pihak pengiriman",Positif
barang dikirim salah,Negatif
"gak tahan lama, cepat hilang",Positif
tekstur:gangerti deh sama hanasui pertama beli itu tekstur nya aga kentel acne serum aku ada 4 botol and gakaya pertama aku pake tekstur nya itu kentel lengket sekarang kaya encer.dan lebih workit yang dulu,Negatif
"barang di packing bagus,sayang kecepetan beli gegara nafsu liat harga ""bundle"" pdhl toko sebelah yg specialized jual kosmetik2 harganya jauh lbh rendah ga usah bu... ",Netral
"warna lip tint bagus, cuma rasanya agak gimana gitu. respon sangat kurang baik dan memuaskan, slow respon. pengiriman kurir sangat ok. ",Negatif
"expire nya cepat banget, gak sesuai dengan deskripsi nya",Negatif
pengalaman penggunaan:selalu cocok pake suncreen ini,Positif
profil kecantikan:ok tips pengguna:ok efek:ok sudah tidak diragukan lagi...!!! pokok.nya saler oke...pengiriman oke...produk original,Netral
terlalu lama. duluan sampe barang yg dr luar negri padahal sama2 belanja pada hari yg sama.,Negatif
"sebenarnya sangat disesalkan, klw beli jangan online, krn baunya gak ada sm sekali dgn bravas yang kubeli langsung...yang ku beli masih 1/4 botol, wangi dan tahan lama...yang ini bener bener harus dikaji ulang dech min...aku kasih bintang 4 krn biar gak matikan pasaran biar pembeli nya gk kecewa.",Negatif
performa:b cocok untuk:b tekstur:b aja toko nya mengemasnya terlalu lama. masak sampai lebih dari 2 hari. toko besar harusnya lebih ditingkatkan lagi.,Negatif
"di iklan nya ada bonus tumbler, ternyata tumbler nya gak ada, semoga next bisa lebih amanah. klo memang gak ada ya gak usah di janjiin bonus tumbler.",Netral
sangat baik.gk nyesel beli produknya,Negatif
"ini barang expired dikasih ke cust loh! waduh udah parah banget ini, beli harga normal tahun ini yg dikasih expired des 2021. official pixy ko begini sih, kalian tau perlindungan konsumen ga!! sekarang barang udah abis, gc juga diubahnya. chat ga dibales loh.",Negatif
tips pengguna:cream nya cuma segini apakah memang seperti itu ?,Negatif
dpt 1 doang,Netral
baru dipake eh minum udh nempel smua di gelas. dibibir hilang hahahahaahaahaaaa,Negatif
"gak suka dengan aromanya, trs luabng spraynya terlalu bsr jd pas disemprot gak halus gitu kluarnya",Netral
biasa aja gak bikin tebal gak sesuai ekpetasi,Negatif
manfaat:waterproof efek:lembap,Positif
tekstur:tau dehh dteng dteng paketnya kea gini,Negatif
"warna sesuai ekspektasi, ya kaya hazelnut, tapi bikin bibir agak kering dan kurang lembut di bibir. tapi gak papa gak terlalu ganggu. yang oenting pake lipbalm dulu",Netral
barang tidak sesuaiiii,Negatif
barang tidak terkirim dengan lengkap dan pihak maybelin tidak mau bertanggung jawab. trima kasih ya atas pengalaman buruk nya. pdhl sy pecinta maybelin. sy doakan saja se... ,Negatif
kureng mudah putus,Netral
pake ini muka jadi bruntusan trs tambah kusam,Negatif
biasanya packagingnya isi box ini cuman boble wrap saja,Positif
"sengaja beli disini tapi hancur parah. ga mutu mall official ini. packagiñg jelek padahal ongkir d bayar mahal2. tutup shampo entah kemana2, isi meluber. sayangnya padahal beli pake uang. gift yg d dpt jg cm 1. tolong dong klo mw jualan smuanya di perhatikan. klo ga niat smpe ke packaging ga usah jualan. kecewa...",Negatif
"temsturnya ringan, kualitas bagus, tidak bikin kulit ke tarik dan cocok bgttt",Positif
"kecewa banget!! udh pernah beli yg merah dulu jadi coba warna putih tp no smell at all. is it original one, really?",Netral
udh langganan mksh bonusnya peking rapih aman ok d,Positif
produk ga lengkap!,Negatif
sya blj kirain hrga lbih murah.,Netral
nyoba beli 1 variant ini tryata kurang cocok buat kulit aku yg sring aktivitasnya diluar trus,Netral
kecewa pas nyampe eyeshadownya ancur 2 kotak. warnanya berhambur2an kemana2 sampe pada coklat smua. bagian tutupnya juga kayak berkerak gitu ga mulus. dahlah pertama dan terakhir aku beli disini maaf aku kecewa bgt:loudly_crying_face:,Negatif
"paket sampai dengan baik ,tp kecewa karna di situ ada tulisan free sunblok tp ga ada dpt",Negatif
performa:bagus cocok untuk:kulit berjerawat tekstur:cair,Positif
"cocok untuk:alis tekstur:lembut performa:bagus pengiriman cepat,,,",Positif
tutupnya tdk rapat atau g tau gmn isinya tinggal stngh lagi n belepotan,Negatif
"barang diterima dengan oke. hanya lama diterima, tracking history slow respon. ntah dimana hambatan pada kurirnya.",Netral
"belum coba karena produk nya bocor, keluar banyak banget isi nya, gak sempat video atau foto karena kaget banget bocor nya banyak banget, sisa sedikit banget. biasa nya di kirim pakai dus kecil, ini cuma plastik aja.",Negatif
efek:terlalu cair beda klo beli d store,Netral
ketahanan:kecewa dg lipstiknya warna tdk sesuai pesanan respon penjual juga lama maaf ya q kasih bintang 2 ,Negatif
"performa:b aja cocok untuk:eyeliner tekstur:creamy ga worth it, sama kyk customer lain kasih bintang 1 isinya cmn bener2 ada di ujung aja, dalemnya gada isinya sama sekali dan ringkih bgt pdhl baru sekali pake lgs patah pakenya pelan bgt looh. krn udh gada isinya lg jd ya gabisa dipake lg",Negatif
susah di bland blush on nya..,Negatif
ini knapa bengkok gini yaa?? kan harusnya luruss??sumpah kecewa bgt!! sekelas maybelline ngasih brg deffect ginii? udh beli mahal2.. malah dpet kyak gini?? :face_with_rolling_eyes::angry_face:,Negatif
"cocok untuk:pelajar performa:mencerahkan bibir, nge lembapin bibir tekstur:cair pas dipake kayak lip serum lip serum biasanya tapi ini baguss bgt bgt bgt",Positif
"pengiriman lousy, customer service not helpful",Negatif
"wangi:agak beda sama beli di offline store yang biasanya beli bersegel tapi ini tidak bersegel, semohaa next nya bisa disegel biar yang beli tidak taku/tidak ragu t untuk dipakai",Negatif
"warna oke, tapi terlalu cair dan bikin bibir kering. kurang cocok untuk saya.",Positif
"tekstur:cepat nyerap daya serap:baik efektivitas:isinya uda berkurang sedikit tp ok lh sumpah y aku g tau yg bermasalah d pihak j&t nya atau luxcrimenya. packing nya ga bagus. bubble wrap nya terlepas dr produk, terus aku nerima produk uda macam terpakai berair semua tutup nya. nth tumpah/uda dipakai ga tau. emng sih aku belinya diskon 57 rb an cuma ga gtu jga la kecewa sama packing'a",Negatif
sdh pernah pesan dsini..semua ok...mksih yaa,Positif
"ga tahan lama, kena air dikit lgsg luntur",Negatif
cuman dikirim 1 kapsul. pdhl sharusnya b1g1. mau komplain tp ga ad video unboxing :(,Negatif
"ya allah ini salah di pabrik apa gimana si, box bener, sticker shade di bawah botol produknya bener tapi ini mah produknya bukan speachlesssss :loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face: aaa kesel bangettttt ini kaga ada peach2nya samsek ini literally pink menyalaaaaa, ini shade apa sih, jangan2 yg nomer 8, ayolah qc nyaaa apa qa nya yg bener aja cape",Negatif
mohon maaf sblmnya saya beli jd nggk kepake :folded_hands: mngkin lain kali bisa di check lagi ya :folded_hands: maaf nggk bsa krim video unboxing nya krna yg buka paket nya suami itu pun malem2 krna paket nya nyampe nya malem,Negatif
packaging rapi. cm kurang lembut sedikit,Positif
lipstik apaan nih gak mate nempel di mana mana,Negatif
cocok untuk:salah kirim,Netral
shade berbeda dengan produk lamanya. padahal nomer sama dan nama produk sama.,Negatif
"kemasan:imut manfaat:tidak tahan lama dibibir saya, harus sering2 touch up tapi good newsnya gak bikin bibir panas atau kering",Positif
"baru mau coba..semoga beneran ngefek:smiling_face_with_halo: proses cepat,packing aman,dikasih bonus banyak..thx seller :folded_hands_light_skin_tone:",Positif
"sunscreen tidak ada di dalam kiriman ini pembelian ke dua kalinya, saat pembelian pertama puas sekali, untuk yang ke 2 ini, kecewa.",Negatif
cocok untuk:bibir tekstur:lebih suka yang intense matte lip cream performa:ok lagi nyoba produk lip dari make over. tp lebih suka yang intense matte lip cream. terima kasih..,Netral
"bismillah semoga cocok , dan jadi minuman collagen yg recomended",Positif
"baru nyampe banget, untung langsung dibuka.. sayang ny gk di unboxing sumpah kecewa banget mana patah gtu sekelas official juga",Negatif
jerawat di punggung mulai berkurang. terimakasih hadiah2nya dari somethinc.,Positif
"ngebantu bentuk ujung mata, cuman sayang kualitas tintanya kurang bagus, bisa diakalin tumpukin pake merk lain yang kualitas bagos:thumbs_up_medium-light_skin_tone::grinning_face_with_sweat:",Positif
"beli 2, yang 1nya copot dari rollnya sedih",Netral
tidak terlalu longlasting,Netral
"ringan dan tidak lengket, sejauh ini tidak terasa gatal di kulit sensitif",Positif
informasi cara pemakain kurang,Netral
hadiah nya ternyata terbatas gk dapet :pensive_face:,Netral
paketan yang dikirim tidak sesuai (bunddel 3 tapi yang datang hanya 2) free gift juga tidak sesuai dengan deskripsi yang tertera kurir sangat tidak amanah,Negatif
"bagus lah ya , lumayan awett jugaa",Positif
"mw pengembalian susah bgt, tp yg ada malah ke klik pesanan selesai, penjual kurang amanah tau teliti order 30ml yg dtng 15 ml ke sistem pengembalian gk bs"" yg ada hp ngehang bsk"" gk bakalan beli lg dsni",Negatif
kemasan:tutup botol gk bisa naik jd g bisa d pencet,Negatif
exp datenya 10 bln dari sekarang. gak sesuai sama yang dideskripsi dan nama produk :loudly_crying_face: di chat juga gak dibales. mengecewakan.,Negatif
"maaf ya bintang 3, pengemasan oke, kecepatan lumayan lama untuk jarak dekat (tapi gak masalah), pensilnya rusak alias retak, udah igul² mau patah waktu dipakai. next di c... ",Netral
pengiriman cepat. produk sesuai deskripsi. semoga khasiatnya terbukti mencerahkan kulit. lebih banyak variasi produk dan discount pasti lebih ok. thank you.,Positif
daya serap:ooooooo tekstur:belum di xoba efektivitas: belom coba ini packing nya kayak kagak niat jualan. sembarangan bgt. trus tumpah tumpah. asli kecewa.,Negatif
pengemasan kurang bagus jadi tumpah kalo bisa pemgemasan nya di perbaiki,Netral
kali ini pengirimannya lama bgt sampai 2 mingguan. :sad_but_relieved_face:,Netral
"kecewa sama tokonya. baru dikirim 3 hari setelah pesan. untuk ukuran official store sangat kecewa sih, baru kali ini selama itu",Netral
"pembatalan pembelian tidak di proses, terpaksa deh di beli, dobel jadinya",Negatif
"beli 10 cuma dikirim 7.. walaupun sisa 3 nya sudah dikirim ulang, tapi tetep aja sekelas official store harusnya bisa lebih jeli dalam menghitung jumlah masker yang dipes... ",Netral
ancurrrrrr gakaruan wkwkwkwkkw,Negatif
"pesan pas 6.6 beli 3 barang yg dtg cuma 1 item.dikonfirm ke admin nya responnya lama.ga jelas,harus ditanya terus.padahal mereka yg salah.setiap ditanya tunggu info melulu ampe tgl 14 akhirnya diproses.alasannya mah tggu antrian.ko ngantri lagi kan mereka yang kurang kirim barang:person_facepalming:",Negatif
"jujur kecewa sihh kirain tampilannya aja yg baru, tapi tekstrur dan warnanya bener"" bedaaa abngett, gak creamy dan warnanya nora gitu. padahal dlu nmr 5 yg speacless ini fav bgt",Negatif
oke. rasanya mirip vegeta :beaming_face_with_smiling_eyes:,Positif
"same with other azarine products, not good for my skin.",Netral
sejauh ini cocokk,Positif
"performa:jos cocok untuk:ke makam,krna melati.nya krasa bngt trs bikin pusing",Netral
"beleber2 di sekitar mata kalo mata kita pake eye cream/berminyak/keringat, sangat susah dihapusnya pas mau bersihin wajah, tp kalo kena air di wajah juga smudge",Netral
"kecewa pas buka paket. tulisan nya dpt 4x serum 15ml. tp trnyta gk dapet sama sekali, dpt nya 1x seed, 2x facial foam, 1x cream. pdhal mau nya serum :( :( ",Negatif
exp november . pantesan murah,Negatif
"wanginya enak, tapi kurang tahan lama terus barangnya kayaknya udah agak lama jadi logo depannya udah lepas lepas",Positif
nyampenya lama sekaleeeeeeeee... barang dan seller bestlah pengiriman yg lama.,Negatif
"aku suka revlon tp kali ini agak kecewa karena warna yg di photo jauh bener sama aslinya....di photo pink muda, aslinya pink tua",Netral
produk ok utk membersihkan & memberikan kesegaran pada kulit,Positif
barang oke tapi kurang tinggi mungkin spff-nya,Positif
gak segel lagi,Negatif
the brush is too soft,Netral
"warna betul punchy, textur tipis ga kental, wwarna cantik.kurangnya cuma lama pengiriman 7hari sampai ke pekanbaru",Positif
cocok untuk:bibir tekstur:kental performa:bagus maaf saya kasih 2 krna kurang memuaskan saya pesan no.3 yg tmpatnya warna hijau toska yg dtg mala no.4 wrna kuning . trs ga sesuai sm kardus nya . kardusnya bacaanny no.3 isinya liptin nya mala no 4. kan aneh...,Negatif
"bagus enak lembut, tp kok kaya kering ya isinya dikit kaya yg mau abis",Netral
seharusnya produknya di kasi segel supaya terjamin kualitas dan kuantitasnya,Netral
barang sudah diterima dengan baik..tapi pengirimannya lama bgtz..pesan kamis pagi baru dikirim sabtu..padahal tdnya mau di pakai di acara sabtu pagi..jd gatot,Netral
mantab pengiriman cepat dan tepat waktu semoga aja produk nya cocok di saya baru nyoba juga,Positif
tekstur:cair cocok untuk:parfuman lah ketahanan:24jam ktnya kl extrait de parfum wanginya enak seger tpi mewah...suka :hand_with_index_finger_and_thumb_crossed_light_skin_tone: mau coba wnagi yg lainnya ah,Positif
"inima jgn ditanyaaa yaaa beneran enak bgt, ringaan dan cepeet nyerep!!! super cocok buat kulitnya yang oily acne prone!!!",Positif
"sayang paketnya ga berikut suncreen, krna kalau paket utk flek biasanya suncreen yg paling utama...",Positif
pengemasan.y jelek tutup.y kebuka jadinya isinya tumpah,Negatif
aplikator mudah dipakai.,Netral
"kemasan:bagus tips pengguna:blum di gunakan pengalaman penggunaan:blum di coba, moga cocok.. walau pengiriman agak lama.. tq seller.. tq om kurir",Positif
"kirimnya lama banget, waktu itu beli di ****** cepet",Netral
"sesuai dengan pesanan, hanya pengirimannya agak lebih lama dr biasanya",Positif
barang salah kirim. pesen gloss o4 tp yang datang 05.,Negatif
"(+) 1. dingin (-) 1. oksidasi. awalnya putih dimuka, ga nyampe 2 jam muka jadi hitam kusam gosong gitu. padahal di ruang ber ac 2. transfer ke masker",Negatif
"produk bagus, pengiriman cepat, packing hanya pakai kardus tanpa bbw, semoga cocok",Positif
"manfaat:ok alhamdulillah... paketnya sudah sampai dengan baik, semoga cocok, makasih",Positif
baru nyoba variant ini dan langsung suka.. :smiling_face_with_hearts::smiling_face_with_hearts: warnanya pigmented banget.. :red_heart::red_heart:aku ombre sama yg summer sunset juga oke.. :red_heart:,Positif
realpicture pokoknya the best wangi soft elegan dan mewahhhh love love banget sama parfum 1 ini,Positif
"kecewa. produk tidak sesuai,kenapa cuma dapet 1,tulisan buy 1 get 1",Netral
"alhamdulillah paket sampai sesuai pesanan, lumayan beli diharga 90rban. ternyata pas mau dipakai, spray nya macet jadi engga keluar sama sekali produknya :""""",Negatif
"beli 2 lipstik, sayangnya yg 1 masa exp feb ‘23, entah sengaja ato ngga yaa tp tulisan di exp kardusnya gelap tulisan udh warna hitam beda sama lipstik yg satunya, tulisan exp jelas di kardusnya dan memang lipstik yg satunya msh lama exp nya okt ‘25, br ketawan pas liat tulisan di lipstiknya.. makasiihh :folded_hands_light_skin_tone:",Netral
ngirim nya lama bgtttt,Netral
sesuai description .. stlh dicoba ternyata rambut sy jd agak berat ..... jgn2 terlalu byk tuang shampo nya .. busanya berlimpah,Positif
"ini produk jg ga tertera expirednya, masa iya hrs di ingetin trs expd nya kapan, hrs cek di deskripsi penjualan. qc nya gmn ya ini revlon",Netral
cuma dapet 2 biji padahal di foto ada 5,Negatif
wadahnya kecil dibanding digambar.,Negatif
"parah sih ini.. udah pengirimannya lama bgt, berasa jakarta medan:see-no-evil_monkey: udah gitu pas dateng ancur.. kotor semuanya, abis dibersihin tangan saya ikutan kotor semua.. ga kebayang pas dipake trus tangan begini setiap buka bisa kena makeup di muka yg lain:see-no-evil_monkey::see-no-evil_monkey::see-no-evil_monkey:",Negatif
"makasih barang udh nyampek to maaf saya kasih bintang 3 soal nya gak tahan lama, katanya tahan lama tp baru makek trus makan jajan langsung hilang,brus knpa di bibir saya galal ya",Negatif
"pengiriman lumayan lama, tapi sesuai estimasi. utk produk lebih suka formula yg lama sih, yang baru ini lebih encer",Positif
"mengcover bekas jerawat, mate tapi medok kelihatan bgt pakai makeup, kurang sesuai ekspektasi saya yaitu flawless terlihat natural tapi mengcover bekas jerawat cocok bua... ",Positif
pensilnya oke mudah digunakan. terima kasih,Positif
"bocor jd tumpah kemana mana :""(",Negatif
pecah. pengemasan parahh,Negatif
packing mengecewakan :face_with_steam_from_nose:,Negatif
"maaf, tp tdk sesuai ekspektasi, sengaja milih yg paling mahal d variannya, tp tryta aroma nya gak bgtu kluar, kek hrs smprot banyak2 baru lmyn kecium, trllu soft buat yg aktif dan suka outdoor, dan di aku ngga tahan lama, sejam ga ad sdh hilang aromanya,:smiling_face_with_tear::folded_hands:",Netral
"tekstur:padat cocok untuk:wajah tipis,seperti tdk pakai bedak",Netral
packaging nya bagus bgt cuma pas pertama di swatch pekat warnanya nd pas dipake eyelinernya di aku kurang cocok soalnya kelopak mata aku berminyak,Positif
